Actor,Claim,ProAnti,BestGuess,DateTime,Day,City/Town,StateTerritory
general protestors,May Day; anti-Trump; Milk with Dignity,1.0,400.0,2017-05-01,89,Burlington,VT
general protestors; Cosecha Grand Rapids,May Day; Trump immigration policies,1.0,3000.0,2017-05-01,89,Grand Rapids,MI
Make the Road; CASA,May Day; anti-Trump,1.0,200.0,2017-05-01,89,Harrisburg,PA
immigrant farmworkers; general protestors,May Day; Trump immigration policies,1.0,1000.0,2017-05-01,89,Homestead,FL
union members; general protestors,May Day: Trump immigration policies,1.0,2500.0,2017-05-01,89,Las Vegas,NV
Corporate Backers of Hate; Make the Road New York,May Day; targets companies tied to Trump that profit from his policies; workers rights; immigrant advocacy; protest banks funding of ICE detention facilities,1.0,500.0,2017-05-01,89,New York,NY
general protestors; labor groups; immigrants,May Day; Trump immigration policies,1.0,1000.0,2017-05-01,89,Oakland,CA
general protestors,May Day; Trump immigration policies,1.0,75.0,2017-05-01,89,Olympia,WA
general protestors; anarchists,May Day; Trump immigration policies,1.0,2000.0,2017-05-01,89,Portland,OR
general protestors,May Day; anti-Trump; pro-immigrants,1.0,300.0,2017-05-01,89,Riverside,CA
general protestors,May Day; anti-Trump,1.0,500.0,2017-05-01,89,San Diego,CA
general protestors,anti-Trump visit,1.0,600.0,2017-05-04,92,New York,NY
general protestors,against Trump's return to NY,1.0,1000.0,2017-05-04,92,New York,NY
general protestors,against Trump's return to NY,1.0,200.0,2017-05-04,92,New York,NY
general protestors,against Trump's return to NY,1.0,200.0,2017-05-04,92,New York,NY
anti-Fascist group,anti-Trump,1.0,200.0,2017-05-06,94,St. Paul,MN
white nationalist,pro-Trump,2.0,50.0,2017-05-06,94,St. Paul,MN
general protestors,anti-Trumpcare,1.0,200.0,2017-05-07,95,Colorado Springs,CO
general protestors,protested the appearance of Donald Trump Jr. and Greg Gianforte,1.0,150.0,2017-05-11,99,Butte,MT
rep Rob Quist supporters,against Trump/support of Planned Parenthood,1.0,100.0,2017-05-12,100,Billing,MT
general protestors,free speech; pro-Trump,2.0,200.0,2017-05-13,101,Boston,MA
general protestors,anti-Trump,1.0,100.0,2017-05-13,101,Lynchburg,VA
Indivisible San Pedro,call for independent special prosecutor for investigation of Russia and Trump campaign ties,1.0,200.0,2017-05-13,101,Rancho Palos Verdes,CA
general protestors,to protest financing of private prisons and CEO Jamie Dimon’s seat on President Trump’s business advisory council,1.0,250.0,2017-05-16,104,Wilmington,DE
Ragin' Grannies of Westerly; general protestors,against Trump's speech at Coast Guard Academy,1.0,300.0,2017-05-17,105,New London,CT
Trump supporters,support of Trump at Coast Guard Academy,2.0,50.0,2017-05-17,105,New London,CT
general protestors,protesting eductaion cuts in Trump's budget,1.0,4000.0,2017-05-20,108,Boston,MA
Showing Up for Racial Justice in Buffalo,against Erie County Sheriff Timothy B. Howard's management of the county's jails and his appearance at a pro-Trump rally.,1.0,70.0,2017-05-24,112,Buffalo,NY
general protestors,support addressing climate change; anti-Trump policies,1.0,99.5,2017-05-31,119,Lexington,KY
Indivisible Eugene,Protesting Trump,1.0,59.0,2018-01-02,335,Eugene,OR
Indivisible Oregon,Protesting Trump administration,1.0,59.0,2018-01-02,335,Portland,OR
Refuse Fascism ,Protesting Trump's attacks on public land,1.0,391.0,2018-01-06,339,Dearborn,IL
Clarksville Indivisible,Protesting appearance from President Trump,1.0,75.0,2018-01-08,341,Nashville,TN
general protestors,Protesting Trump's racist comments,1.0,200.0,2018-01-12,345,Miami,FL
general protestors,Protesting Trump's immigration policy,1.0,400.0,2018-01-14,347,Boston,MA
general protestors,Protesting Trump's racist comments,1.0,70.0,2018-01-15,348,Abbeville,MS
general protestors,Protesting Trump's racist comments,1.0,200.0,2018-01-15,348,New York,NY
The Utah League for Native American Voters,Protesting Trump's racist comments,1.0,200.0,2018-01-15,348,Salt Lake City,UT
general protestors,Protesting Trump's racist comments,1.0,400.0,2018-01-15,348,West Palm Beach,FL
general protestors,Protesting Trump's racist comments,1.0,100.0,2018-01-18,351,Newark,NJ
general protestors,Protesting Trump's racist comments,1.0,200.0,2018-01-19,352,New York,NY
Unofficial: Anonymous,pro-impeachment; Protesting Trump administration,1.0,200.0,2018-01-20,353,Austin,TX
Next Generation Action Network,impeach Trump; Protesting Trump administration,1.0,4500.0,2018-01-20,353,Dallas,TX
general protestors,March to Impeach,1.0,150.0,2018-01-20,353,Everett,WA
Republican Leadership Initiative,pro-Trump,2.0,150.0,2018-01-20,353,Jefferson City,MO
Anti-War Committee,Protesting Trump administration,1.0,84.0,2018-01-20,353,Minneapolis,MN
Pop Up Protest South Florida,Protesting Trump administration; pro-impeachment,1.0,619.0,2018-01-20,353,Palm Beach,FL
general protestors,Rallying for Trump,2.0,200.0,2018-01-20,353,Palm Beach,FL
International League of People's Struggle (PDX); Direct Action Alliance,National March for Impeachment,1.0,1000.0,2018-01-20,353,Portland,OR
BLM Women of Faith,Protesting Trump administration,1.0,1000.0,2018-01-21,354,Chicago,IL
Answer Suncoast,Protesting Trump Administration 1 year anniversary,1.0,200.0,2018-01-21,354,Sarasota,FL
general protestors,Protesting Trump's racist comments,1.0,200.0,2018-01-26,359,Boston,MA
general protestors,Protesting the 1st aniversary of Trump's Travel Ban,1.0,62.0,2018-01-26,359,New York,NY
Save Santa Ana National Wildlife Reserve,Protesting Trump's proposal to wall off the reserve,1.0,547.0,2018-01-27,360,Alamo,TX
Indivisible Contra Costa County; East County NAACP; Todos Unidos,Protesting Trump,1.0,50.0,2018-01-27,360,Antioch,CA
The Resistance 5280,Protesting Trump administration,1.0,307.0,2018-01-27,360,Denver,CO
General Protestors,Protesting Trump's travel ban,1.0,100.0,2018-01-27,360,Greensboro,NC
General Protestors,March of Impeachment,1.0,125.0,2018-01-27,360,Indianapolis,IN
General Protestors,Protesting Trump,1.0,200.0,2018-01-27,360,Washington,DC
general protestors,Protesting Trump's state of the union,1.0,200.0,2018-01-30,363,Washington,DC
