Actor,Claim,ProAnti,BestGuess,DateTime,Day,City/Town,StateTerritory
students,"Against ""travel ban""",1.0,62.0,2017-02-09,8,Lexington,KY
students,Against immigration executive order,1.0,200.0,2017-02-09,8,University,MI
students,"Against ""Muslim ban""",1.0,87.0,2017-02-09,8,Charlotte,NC
general protestors,against immigration ban,1.0,100.0,2017-02-09,8,Athens,OH
general protesters,LGBT rights; abortion rights; immigrant rights,1.0,65.0,2017-02-09,8,Waco,TX
Academics United,Against immigration executive order,1.0,100.0,2017-02-09,8,Blacksburg,VA
general protestors,against immigration ban,1.0,100.0,2017-02-10,9,Lower Manhattan,NY
general protesters,Againts ICE raids; Against immigration executive order,1.0,550.0,2017-02-10,9,New York,NY
general protesters,Against detention of undocumented immigrants,1.0,100.0,2017-02-10,9,Austin,TX
general protesters,Against deportation of undocumented immigrants,1.0,200.0,2017-02-11,10,Washington,DC
NC NAACP,"Voting Rights, against immigration executive order, against North Carolina restrictions on transgender rights, against ACA repeal",1.0,48500.0,2017-02-11,10,Raleigh,NC
ICE-Free NYC,Againts ICE raids; Against immigration executive order,1.0,1250.0,2017-02-11,10,New York,NY
general protesters,Against immigration executive order,1.0,378.5,2017-02-11,10,Wooster,OH
general protestors,against immigration restrictions,1.0,62.5,2017-02-11,10,Green Bay,WI
HIAS,Against immigration executive order,1.0,200.0,2017-02-12,11,Mountain View,CA
HIAS,Against immigration executive order,1.0,140.0,2017-02-12,11,Denver,CO
general protesters,Against immigration executive order,1.0,170.0,2017-02-12,11,Newark,DE
HIAS,Against immigration executive order,1.0,100.0,2017-02-12,11,Buffalo Grove,IL
general protesters,Against ICE raids,1.0,200.0,2017-02-12,11,Indianapolis,IN
HIAS; Jewish Community Relations Council,Against immigration executive order,1.0,200.0,2017-02-12,11,Boston,MA
general protesters,Against ICE raids,1.0,125.0,2017-02-12,11,Baltimore,MD
HIAS; ADL,Against immigration executive order,1.0,850.0,2017-02-12,11,New York,NY
general protesters,"Immigrant Rights, Farm Worker Rights",1.0,700.0,2017-02-12,11,Mount Vernon,WA
tech workers,"Against ""Muslim ban""",1.0,150.0,2017-02-13,12,San Francisco,CA
general protesters,against ICE raids,1.0,60.0,2017-02-13,12,Port Townsend,WA
Voces de la Frontera,Against Milwaukee Sheriff arresting undocumented immigrants,1.0,15000.0,2017-02-13,12,Milwaukee,WI
general protesters,Against ICE raids,1.0,200.0,2017-02-14,13,New York,NY
IfNotNow,In support of immigrant community; against Netanyahu,1.0,200.0,2017-02-15,14,Washington,DC
Students for Solidarity,against immigration ban,1.0,87.5,2017-02-15,14,Greenville,SC
general protesters,immigrant rights,1.0,75.0,2017-02-15,14,Del Valle,TX
Lucha Unida de Padres y Estudiantes,Immigrant Rights,1.0,90.0,2017-02-16,15,Tucson,AZ
general protesters,Immigrant Rights,1.0,3700.0,2017-02-16,15,Fresno,CA
general protesters,Immigrant Rights,1.0,950.0,2017-02-16,15,Napa,CA
general protesters,Immigrant Rights,1.0,200.0,2017-02-16,15,San Francisco,CA
general protesters,Immigrant Rights,1.0,50.0,2017-02-16,15,Ventura County,CA
Many Languages One Voice,Immigrant Rights,1.0,200.0,2017-02-16,15,Washington,DC
general protesters,Immigrant Rights,1.0,50.0,2017-02-16,15,Gainesville,FL
general protesters,Immigrant Rights,1.0,112.0,2017-02-16,15,Homestead,FL
general protesters,Immigrant Rights,1.0,318.5,2017-02-16,15,Palm Beach,FL
general protesters,Immigrant Rights,1.0,50.0,2017-02-16,15,Pensacola,FL
general protesters,Immigrant Rights,1.0,200.0,2017-02-16,15,Atlanta,GA
general protesters,Immigrant Rights,1.0,2250.0,2017-02-16,15,Des Moines,IA
general protesters,Against immigration executive order,1.0,1100.0,2017-02-16,15,Chicago,IL
general protesters,Immigrant Rights,1.0,250.0,2017-02-16,15,Indianapolis,IN
general protesters,Immigrant Rights,1.0,400.0,2017-02-16,15,Wichita,KS
general protesters,Immigrant Rights,1.0,200.0,2017-02-16,15,Baltimore,MD
Mangonadas Del Barrio,Immigrant Rights,1.0,350.0,2017-02-16,15,Detroit,MI
general protesters,Immigrant Rights,1.0,1500.0,2017-02-16,15,Grand Rapids,MI
general protesters,Immigrant Rights,1.0,500.0,2017-02-16,15,Pontiac,MI
general protesters,Immigrant rights,1.0,600.0,2017-02-16,15,St. Paul,MN
general protesters,Immigrant Rights,1.0,400.0,2017-02-16,15,Kansas City,MO
general protesters,Immigrant rights,1.0,7500.0,2017-02-16,15,Charlotte,NC
general protesters,Immigrant Rights,1.0,700.0,2017-02-16,15,Raleigh,NC
general protesters,Immigrant Rights,1.0,150.0,2017-02-16,15,Wilmington,NC
general protesters,Immigrant Rights,1.0,180.0,2017-02-16,15,Grand Island,NE
general protesters,Immigrant Rights,1.0,2000.0,2017-02-16,15,Lakewood,NJ
general protesters,against the immigration ban,1.0,175.0,2017-02-16,15,Perth Amboy,NJ
general protesters,Immigrant Rights,1.0,1000.0,2017-02-16,15,Spring Valley,NY
general protesters,Immigrant Rights,1.0,200.0,2017-02-16,15,Yonkers,NY
general protesters,Immigrant Rights,1.0,200.0,2017-02-16,15,Columbus,OH
general protesters,Immigrant Rights,1.0,240.0,2017-02-16,15,Hood River,OR
general protesters,Immigrant Rights,1.0,100.0,2017-02-16,15,Bluffton,SC
general protesters,Immigrant Rights,1.0,620.0,2017-02-16,15,Austin,TX
Students,Immigrant Rights,1.0,100.0,2017-02-16,15,Dallas,TX
general protesters,Immigrant Rights,1.0,1000.0,2017-02-16,15,Houston,TX
general protesters,Immigrant Rights,1.0,1050.0,2017-02-16,15,Waco,TX
general protesters,Immigrant Rights,1.0,100.0,2017-02-16,15,Wenatchee,WA
general protesters,Immigrant Rights,1.0,150.0,2017-02-16,15,Jackson Hole,WY
general protesters,Immigrant Rights,1.0,60.0,2017-02-17,16,Los Angeles,CA
students,immigrant rights,1.0,150.0,2017-02-17,16,Riverside,CA
general protesters,Immigrant Rights,1.0,50.0,2017-02-17,16,Gainesville,FL
general protesters,immigrant rights,1.0,75.0,2017-02-17,16,Goshen,IN
general protesters,Against deportations,1.0,50.0,2017-02-17,16,Amherst,MA
general protesters,Against deportations,1.0,150.0,2017-02-17,16,Detroit,MI
High School Students,Immigrant rights,1.0,300.0,2017-02-17,16,Charlotte,NC
general protesters,detention of undocumented immigrants,1.0,200.0,2017-02-17,16,Hudson,NY
general protesters,Immigrant Rights,1.0,200.0,2017-02-17,16,New York,NY
general protesters,Immigrant Rights,1.0,2000.0,2017-02-18,17,Los Angeles,CA
Community for Unity,"Immigrant Rights, anti-Trump",1.0,200.0,2017-02-18,17,Denver,CO
general protesters,for making Fresno a sanctuary city,1.0,200.0,2017-02-18,17,Fresno,CA
Democrats of Hemet-San Jacinto,Immigrant Rights,1.0,62.5,2017-02-18,17,Hemet-San Jacinto,CA
general protesters,Immigrant Rights,1.0,4000.0,2017-02-18,17,San Diego,CA
general protesters,Immigrant Rights,1.0,100.0,2017-02-18,17,Valparaiso,IN
Stand Up for Racial Justice,Immigrant Rights,1.0,200.0,2017-02-18,17,Frederick,MD
general protesters,Immigrant Rights,1.0,800.0,2017-02-18,17,Minneapolis,MN
In Solidarity,Immigrant Rights,1.0,1700.0,2017-02-18,17,Dallas,TX
general protesters,Immigrant Rights,1.0,600.0,2017-02-19,18,Salem,OR
The Foundation For Ethnic Understanding,pro-Muslim; oppose immigration EO,1.0,6000.0,2017-02-20,19,New York,NY
"Sen. Ed Markey, Rep. Joe Kennedy",Pro immigration,1.0,62.0,2017-02-21,20,Boston,MA
Benedictines for Peace,Immigrant Rights,1.0,60.0,2017-02-22,21,Erie,PA
Make the Road New Jersey,against tighter immigration enforcement,1.0,200.0,2017-02-23,22,Elizabeth,NJ
Fuse Washington,pro-ACA; pro-immigrants; hold a town hall,1.0,200.0,2017-02-23,22,Issaquah,WA
United Talent Agency,for immigration rights,1.0,1200.0,2017-02-24,23,Beverly Hills,CA
"Alt Right, MN; Industrial Workers of the World; Twin Cities General Defense Committee",support for Trump policies; protest immigration ban; ,1.0,50.0,2017-02-25,24,Minneapolis,MN
General Protest,"No Ban, No Wall; pro-immigration",1.0,1000.0,2017-02-25,24,Austin,TX
General Protest,Anti Trump's immigration policy ,1.0,75.0,2017-02-26,25,Long Island,NY
Pasadenans Organizing for Progress,pro-immigration; anti-deportation,1.0,200.0,2017-02-27,26,Pasadena,CA
General protest; Latino Legislative Day,pro-immigration,1.0,1500.0,2017-02-27,26,Olympia,WA
general protestors,pro-immigration,1.0,200.0,2017-02-27,26,Red Bank,NJ
general protestors,pro-immigration,1.0,200.0,2017-02-27,26,Portland,OR
general protestors,pro-immigration,1.0,200.0,2017-02-27,26,Annapolis,MD
general protestors ,oppose TX sanctuary law ban,1.0,200.0,2017-02-28,27,Austin,TX
faculty; students,Against Trump's travel ban,1,200.0,2017-03-01,28,Pasedena,CA
Community Initiatives for Visiting Immigrants in Confinement (CIVIC) ,Immigrant rights; Protest planned deportation of Napa-resident Oswaldo Martinez,1,100.0,2017-03-01,28,Richmond,CA
HIAS,pro-immigration; anti-EO,1,100.0,2017-03-02,29,Washington ,DC
"Juntos; Philadelphians Organized to Witness, Empower & Rebuild (POWER); the Black and Brown Workers Collective; Mijente",pro-sanctuary; anti-Trump,1,300.0,2017-03-02,29,Philadelphia,PA
organizer Steve Clark; general protestors,Pro immigration,1,87.5,2017-03-04,31,Farmington,NM
Corey Stewart for Governor campaign,against sanctuary cities,2,125.0,2017-03-04,31,Richmond,VA
ICE Out of RVA,pro-immigration,1,125.0,2017-03-04,31,Richmond,VA
Black Lives Matter ,Immigration; President Trump; juvenile justice; several other causes,1,2000.0,2017-03-04,31,Seattle ,WA
general protesters,"support for an undocumented immigrant, Romulo Avelica-Gonzalez, 48, who was detained by ICE agents",1,75.0,2017-03-06,33,Los Angeles,CA
"""general protesters""",anti-Muslim Ban; anti-travel EO,1,87.0,2017-03-06,33,San Diego,CA
Harvard Islamic Society/society of Arab students,Anti-travel ban,1,200.0,2017-03-06,33,Cambridge,MA
general proestor,anti-travel ban,1,100.0,2017-03-06,33,Vancouver,WA
general protesters,"designate Oxnard a ""safe"" city; pro-immigrant",1,300.0,2017-03-08,35,Oxnard,CA
general protesters,opposed ICE detention of José Coyote Pérez; pro-immigration,1,100.0,2017-03-09,36,Irondequoit,NY
Kenosha United to Serve Humanity,Pro-immigrants; anti-Trump,1,300.0,2017-03-09,36,Kenosha,WI
NY Immigration Coalition;ACCESS,oppose Trump's travel ban,1,100.0,2017-03-10,37,Lakawanna,NY
general protestors,celebrate immigrants,1,50.0,2017-03-12,39,Hastings,NE
Low County Immigration Coalition; Low County Indivisible,pro-immigration,1,75.0,2017-03-14,41,Beaufort,SC
Low County Immigration Coalition; Low County Indivisible,pro-immigration,1,160.0,2017-03-14,41,Blufton,SC
Birthplace of Justice,anti-Muslim Ban; anti-travel EO; No Ban No Wall,1,50.0,2017-03-16,43,Montgomery,AL
general protesters,anti-Muslim ban,1,200.0,2017-03-16,43,San Francisco,CA
general members of faith communities,pro-immigrants; pro-sanctuary,1,200.0,2017-03-16,43,Asheville,NC
general protestors,againt Trump immigration policy,1,100.0,2017-03-18,45,Chicago,IL
wind of the spirit immigrant resource center,immigration support,1,400.0,2017-03-18,45,Morristown,NJ
general protesters,to protest a plan to deputize local law enforcement officers as federal immigration agents (ICE); program 287(g),1,112.0,2017-03-18,45,Reading,PA
Voz Hispana Cambio Comunitario and Milenio,oppose Trump immigration policies,1,70.0,2017-03-20,47,Woodburn ,OR
Voces de la Frontera,oppose immigration ordinance,1,500.0,2017-03-20,47,Sheboygan,WI
Protesters,Protest for immigrant rights,1,200.0,2017-03-22,49,Los Angeles,CA
Protesters,oppose detention of immigrants from Geneseo,1,75.0,2017-03-24,51,Irondequoit,NY
general protesters,against border wall,1,150.0,2017-03-25,52,El Paso,TX
General protesters,"safety in schools, oppose illegal immigration",2,100.0,2017-03-26,53,Rockville,MD
General protesters,Against deportation,1,200.0,2017-03-28,55,Sacramento,CA
United Church of Christ; CASA; Annapolis Sanctuary Network,Support local man detained by ICE,1.0,200.0,2017-07-03,152,Baltimore,MD
ACLU; C-U Immigration Forum ,Support immigration rights,1.0,250.0,2017-07-04,153,Champaign,IL
Tennessee Immigrant and Refugee Rights Coalition,Support local pro-immigrant bill,1.0,150.0,2017-07-06,155,Nashville,TN
general protestors,protesting plan to turn jailhouse into holding cell for ICE,1.0,200.0,2017-07-10,159,Jerome,ID
general protestors,Protesting Trump's border wall construction,1.0,50.0,2017-07-10,159,Oakland,CA
general protestors,Oppose deportation of local Iraqi resident,1.0,250.0,2017-07-11,160,Northampton,MA
general protestors,I Stand with Dreamers; oppose Nebraska’s Attorney General's request to end DACA,1.0,50.0,2017-07-16,165,Hastings,NE
general protestors,Protesting potential deportation of Ann Arbor woman,1.0,200.0,2017-07-18,167,Ann Arbor,MI
general protestors,Demand company not submit bid for Trump’s Mexico-border wall,1.0,50.0,2017-07-19,168,Oakland,CA
NM Dream Team,Support DACA,1.0,50.0,2017-07-21,170,Albuquerque,NM
Greater Middletown Interfaith Council; Caring for Our Neighbors Coalition,God’s Executive Order Rally in support of immigrants,1.0,100.0,2017-07-22,171,Middletown,NY
Movimiento Cosecha,Demand the protection of the DACA program,1.0,50.0,2017-07-26,175,Austin,TX
general protestors,Oppose deportation of New Fairfield man,1.0,100.0,2017-07-27,176,Hartford,CT
HOLA Ohio,Oppose imminent deportation of an undocumented Mexican woman,1.0,300.0,2017-07-27,176,Painesville,OH
Inland Coalition for Immigrant Justice,Demand county sheriff not cooperate with ICE,1.0,100.0,2017-07-28,177,San Bernadino,CA
Southern California Silent Majority MAGA,promote patriotism; oppose sanctuary state bills; against gas taxes,2.0,300.0,2017-06-03,122,Fountain Valley,CA
general protesters,supporting family whose parents are detained for immigration reasons,0.0,100.0,2017-06-06,125,National City,CA
general protesters,protesting Trump's immigration policy,1.0,150.0,2017-06-01,120,Washington,DC
former sheriff Joe Arpaio and Second Amendment supporters,"Support Second Amendment rights and oppose Islam, immigration",2.0,250.0,2017-06-17,136,Belchertown,MA
general protesters,protest against arrests and deportation of Iraqi Chaldeans,1.0,100.0,2017-06-11,130,Detroit,MI
By Any Means Necessary,Oppose ICE raids on Iraqi immigrants,1.0,100.0,2017-06-14,133,Detroit,MI
general protesters,Oppose ICE raids on Iraqi immigrants,1.0,200.0,2017-06-21,140,Detroit,MI
Immigrant and civil rights advocates; faith groups ,Protest death in ICE custody,1.0,50.0,2017-06-26,145,Kearney,NJ
ACLU of New Mexico; New Mexico Faith Coalition,against deportation of Iraqi immigrants,1.0,300.0,2017-06-26,145,Albuquerque,NM
Border Network for Human Rights,against border wall,1.0,147.0,2017-06-24,143,El Paso,TX
general protesters,Oppose state bill punishing sanctuary cities,1.0,200.0,2017-06-26,145,San Antonio,TX
general protestors ,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,50.0,2017-12-01,303,Des Moines,IA
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,200.0,2017-12-01,303,Red Bank,NJ
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,300.0,2017-12-02,304,Vista,CA
Center For American Progress Action Fund,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,66.0,2017-12-04,306,Washington ,DC
Muslim Students Association,Protesting Supreme Court's decision to allow travel ban to take effect while legal process plays out,1.0,150.0,2017-12-05,307,New York ,NY 
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,60.0,2017-12-05,307,Racine ,WI
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,200.0,2017-12-06,308,Boston,MA
Make the Road CT,Rallying for immigrant protections,1.0,124.0,2017-12-06,308,Hartford,CT
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,200.0,2017-12-06,308,Las Vegas,NV
general protestors,Rallying for DREAM Act,1.0,150.0,2017-12-06,308,Nashville,LA
Tennessee Immigrant and Refugee Rights Coalition,Rallying for DREAM Act,1.0,115.0,2017-12-06,308,Nashville,TN
The Center for Community Change,Rallying for DREAM Act,1.0,8500.0,2017-12-06,308,Washington ,DC
MPower Change,"Protesting GOP tax plan, Muslim ban",1.0,738.0,2017-12-07,309,New York ,NY 
Justice For Muslims Collective,Protesting Trump's Muslim ban,1.0,227.0,2017-12-07,309,Washington ,DC
Florida Student Power Network,Rallying for DREAM Act,1.0,52.0,2017-12-08,310,La Palma,CA
general protestors,"Counter-protest, rallying for border wall",2.0,60.0,2017-12-09,311,Otay Mesa,CA
5th graders,Protesting Trump's immigration policy,1.0,100.0,2017-12-10,312,Boston,MA
We Are Mariano,Protesting planned deportation of local man,1.0,50.0,2017-12-12,314,Hartford,CT
general protestors,"Counter-protest, rallying for immigrants",1.0,200.0,2017-12-16,318,San Francisco ,CA
"general protestors, immigrant youth",Demanding a Dream Act; DREAMACT NOW,1.0,200.0,2017-12-18,320,Washington ,DC
Make the Road New York,Rallying for DREAM Act,1.0,82.5,2017-12-19,321,New York ,NY 
HANA Center ,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,58.0,2017-12-19,321,Washington ,DC
"CODE Legal Aid, Inc",Protesting deportation/detainment of Iraqi nationals,1.0,52.0,2017-12-20,322,Detroit,MI 
" March And Rally Los Angeles, Democratic Socialists of America - Los Angeles, Resilience OC, Inland Empire - Immigrant Youth Collective, Central American Resource Center (CARECEN-LA), Dream Team Los Angeles, California Immigrant Youth Justice Alliance, Orange County Immigrant Youth United",Protest Trump’s anti-immigrant attacks,1.0,83.5,2017-12-20,322,Los Angeles,CA
General Public,"Support jailed ""Dreamers"" and better Immigration Proposal",1.0,73.0,2017-12-20,322,San Antonio,TX
general protestors,Protesting Trump's deicision to end DACA; rallying for immigrants,1.0,600.0,2017-12-20,322,Washington ,DC
Elkhart County Coalition,Protesting new ICE center,1.0,200.0,2017-12-23,325,Elkhart County,IN
Women's March,Protesting Schumer's inability to pass DREAM Act,0.0,221.5,2017-12-23,325,New York ,NY 
general protestors,pro-undocumented; pro-immigrants,1,100.0,2017-04-30,88,Phoenix,AZ
multi-faith groups,protest against deportations and Trump's immigration policies,1,300.0,2017-04-13,71,Los Angeles,CA 
general protestors; union,pro-immigration; anti-Trump,1,2000.0,2017-04-29,87,Hartford,CT
politicans; general protestors,immigrants rights rally,1,200.0,2017-04-29,87,Hartford,CT
We Belong Together,oppose Trump's immigration policies,1,112.0,2017-04-13,71,Washington,DC
general protestors,pro-immigrant rally,1,120.0,2017-04-03,61,Peoria,IL  
general protestors,pro-immigrant,1,55.0,2017-04-04,62,Brockton,MA
general protesters,"pro-sanctuary, against anti-sanctuary bill",1,200.0,2017-04-20,78,Augusta,ME
general protesters,pro-immigrant; pro-sanctuary,1,100.0,2017-04-17,75,Winston-Salem,NC
TomCat bakery workers,against Trump's immigration policies,1,200.0,2017-04-08,66,New York City,NY
Rise and resist,protest against Trump's immigration policy,1,50.0,2017-04-13,71,New York City,NY
general protestors,against the deportation of a local woman,1,200.0,2017-04-08,66,Hamilton,OH
general protestors,Mega March against Trump's immigration policies,1,11600.0,2017-04-09,67,Dallas,TX
general protesters,pro-immigrants; against Trump visit,1,200.0,2017-04-18,76,Kenosha,WI
general protestors,Protesting ICE,1,50.0,2017-10-12,253,Baltimore,MD
general protestors,Protesting immigration detention; against ICE,1,200.0,2017-10-10,251,Boston,MA
Local 11 members; general protestors; Members of SEIU United Service Workers West union ,Protesting DACA ,1,175.0,2017-10-26,267,Brea,CA
Harvard Islamic Society,Protesting Trump's travel ban,1,100.0,2017-10-17,258,Cambridge,MA
general protestors,Protesting Trump's travel ban,1,75.0,2017-10-18,259,Chattanooga,TN
Syrian Community Network,Protesting Trump's Muslim ban,1,104.0,2017-10-18,259,Chicago,IL
general protestors,Protesting Trump's immigration/anti-muslim agenda,1,50.0,2017-10-04,245,Detroit,MI
Yemeni-American protestors; ,Protesting new Trump immigration ban,1,450.0,2017-10-27,268,Detroit,MI
general protestors,Protesting deportation,1,200.0,2017-10-06,247,Gary,IN
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1,200.0,2017-10-31,272,Holland,MI
Tennessee Immigrant and Refeugee Rights Coalition,Protesting Trump's travel ban,1,75.0,2017-10-18,259,Knoxville,TN
Council on American-Islamic Relations,Protesting Trump's latest travel ban,1,200.0,2017-10-15,256,Los Angeles,CA
general protestors,Protesting Trump's decision to end DACA,1,250.0,2017-10-01,242,Raleigh,NC
general protestors,Rallying against Trump's immigration policy,1,200.0,2017-10-15,256,Seattle,WA
general protestors,Protesting threatened deportation of local resident,1,120.0,2017-10-16,257,Springfield,MA
general protestors,Protesting Border Wall,1,60.0,2017-10-27,268,Sunland Park,NM
general protestors,Protesting Trump's travel ban,1,200.0,2017-10-18,259,Washington,DC
general protestors,Protesting Trump's decision to end DACA; rallying for immigration reform,1,200.0,2017-10-07,248,Worthington,MN
Detention Watch Network,Protesting deaths in ICE facilities,1.0,50.0,2017-11-05,277,Memphis,TN
general protestors,Protesting ICE detention,1.0,75.0,2017-11-08,280,Boston,MA
high school students,Protesting Inaction for DACA recipients,1.0,200.0,2017-11-08,280,Oklahoma City,OK
Make the Road CT,Rallying for a clean DREAM Act,1.0,200.0,2017-11-09,281,New Haven,CT
Students,Rallying for DREAM Act,1.0,200.0,2017-11-09,281,Washington,DC
general protestors,Protesting deportation of community member ,0.0,200.0,2017-11-12,284,Chesire ,CT
Unidad Latina en Accion,Protesting deportation of local man,1.0,54.0,2017-11-16,288,New Haven,CT
We are Mariano ,Protest to stop deportation of Mariano Cardosa Sr.,1.0,51.0,2017-11-17,289,Hartford ,CT
general protestors,Protesting deportation of local woman,1.0,100.0,2017-11-17,289,Painesville,OH
general protestors,Protesting potential new ICE facility,1.0,200.0,2017-11-18,290,Goshen,IN
Defense lawyers,Protesting ICE intervention in case,1.0,100.0,2017-11-28,300,New York,NY
general protestors,Rallying for the DREAM Act,1.0,100.0,2017-11-30,302,Las Vegas,NV
general protestors,May Day; pro-labor; pro-immigrant; anti-Trump,1.0,1000.0,2017-05-01,89,Albuquerque,NM
general protestors,protest bill increasing immigration enforcement,1.0,50.0,2017-05-01,89,Austin,TX
immigrants and labor leaders,protest fed immigration policies; declare Boston a sanctuary city,1.0,200.0,2017-05-01,89,Boston,MA
general protestors,in support of immigrants,1.0,300.0,2017-05-01,89,Bloomington,IN
